央视直播,#genre#
为爱叛逆,https://hd.ijycnd.com/play/zbq5xpbp/index.m3u8
冒险王（原声版）,https://hd.ijycnd.com/play/vbm6O9dY/index.m3u8
现场直播,https://hd.ijycnd.com/play/zbq5QGbp/index.m3u8
龙潭虎穴,https://hd.ijycnd.com/play/QbYZOOdz/index.m3u8
猛虎之家,https://hd.ijycnd.com/play/zbq5ZGbp/index.m3u8
冒牌卧底,https://hd.ijycnd.com/play/PdRnOOdG/index.m3u8
伦敦陷落（国语版）,https://hd.ijycnd.com/play/0dNGVNeL/index.m3u8
为了皇帝,https://hd.ijycnd.com/play/0dNjkvdL/index.m3u8
尸控警戒,https://hd.ijycnd.com/play/zbqozRep/index.m3u8
龙在江湖（粤语版）,https://hd.ijycnd.com/play/PdRXQzaG/index.m3u8
陆小凤传奇之大金鹏王,https://hd.ijycnd.com/play/negyRDbw/index.m3u8
太极张三丰,https://hd.ijycnd.com/play/QdJ1OvbO/index.m3u8
图书馆战争,https://hd.ijycnd.com/play/zbqow7ep/index.m3u8
龙门金剑,https://hd.ijycnd.com/play/6dBN42d7/index.m3u8
童党,https://hd.ijycnd.com/play/vbmkL3eY/index.m3u8
没大没小,https://hd.ijycnd.com/play/7ax5n3by/index.m3u8
陆小凤传奇之绣花大盗,https://hd.ijycnd.com/play/QdJ14vbO/index.m3u8
陆小凤传奇之决战前后,https://hd.ijycnd.com/play/7axypEby/index.m3u8
扫毒（粤语版）,https://hd.ijycnd.com/play/zbqo13ep/index.m3u8
掠夺者,https://hd.ijycnd.com/play/vbmYLpbY/index.m3u8
鼠胆龙威,https://hd.ijycnd.com/play/QbYZ1Odz/index.m3u8
掠夺者（国语版）,https://hd.ijycnd.com/play/zbqoOkep/index.m3u8
铁甲战神（原声版）,https://hd.ijycnd.com/play/6dBvKod7/index.m3u8
顺流逆流,https://hd.ijycnd.com/play/zbqogkep/index.m3u8
亡命夜驰,https://hd.ijycnd.com/play/QdJADKbO/index.m3u8
龙在少林,https://hd.ijycnd.com/play/Le33Z4e6/index.m3u8
铁甲战神（国语版）,https://hd.ijycnd.com/play/vbmkB3eY/index.m3u8
龙虎门 （国语版）,https://hd.ijycnd.com/play/7axyKnby/index.m3u8
伦敦陷落（原声版）,https://hd.ijycnd.com/play/QbYZ2Wdz/index.m3u8
杀人优越权,https://hd.ijycnd.com/play/negy39bw/index.m3u8
塞西亚：复仇之剑,https://hd.ijycnd.com/play/xe7MRAb7/index.m3u8
死亡之握,https://hd.ijycnd.com/play/PdRXZYaG/index.m3u8
龙虎门 （粤语版）,https://hd.ijycnd.com/play/QdJ13lbO/index.m3u8
生死新纪元,https://hd.ijycnd.com/play/0dNG4KeL/index.m3u8
世界在我们脚下,https://hd.ijycnd.com/play/PdRXEzaG/index.m3u8
杀戮比率,https://hd.ijycnd.com/play/Le33Are6/index.m3u8
六指琴魔,https://hd.ijycnd.com/play/zbqoNRep/index.m3u8
热血街区电影版：极恶王,https://hd.ijycnd.com/play/QbYZLpdz/index.m3u8
灵幻先生（国语版）,https://hd.ijycnd.com/play/QbYZ8pdz/index.m3u8
龙头老大,https://hd.ijycnd.com/play/negywZbw/index.m3u8
龙卷风（原声版）下,https://hd.ijycnd.com/play/zbqoyRep/index.m3u8
失控天际,https://hd.ijycnd.com/play/0dNG3KeL/index.m3u8
神探,https://hd.ijycnd.com/play/PdR1RKbG/index.m3u8
龙虎群英,https://hd.ijycnd.com/play/PdRX30aG/index.m3u8
龙卷风（国语版）下,https://hd.ijycnd.com/play/negymlbw/index.m3u8
杀人者唐斩,https://hd.ijycnd.com/play/zbqo33ep/index.m3u8
冷血追击（国语版）,https://hd.ijycnd.com/play/7axyBBby/index.m3u8
龙卷风（国语版）上,https://hd.ijycnd.com/play/Le33Lne6/index.m3u8
龙卷风（原声版）上,https://hd.ijycnd.com/play/xe7MPGb7/index.m3u8
雷霆沙赞！（原声版）,https://hd.ijycnd.com/play/0dNGn2eL/index.m3u8
逆博孤城,https://hd.ijycnd.com/play/7axyWqby/index.m3u8
猎豹行动,https://hd.ijycnd.com/play/6dBvAXd7/index.m3u8
雷霆特警,https://hd.ijycnd.com/play/xe7M7Qb7/index.m3u8
龙虎家族,https://hd.ijycnd.com/play/negyzlbw/index.m3u8
雷霆沙赞！（国语版）,https://hd.ijycnd.com/play/6dBv7Qd7/index.m3u8
廉政风云（粤语版）,https://hd.ijycnd.com/play/PdRXJOaG/index.m3u8
冷血追击（原声版）,https://hd.ijycnd.com/play/6dBv2Yd7/index.m3u8
老虎出更(原声版）,https://hd.ijycnd.com/play/QbYZZYdz/index.m3u8
陆小凤传奇之凤舞九天,https://hd.ijycnd.com/play/QdJ1AKbO/index.m3u8
女子雇佣军,https://hd.ijycnd.com/play/QdJ1nPbO/index.m3u8
烈日狂风,https://hd.ijycnd.com/play/xe7Mxrb7/index.m3u8
烈血风云,https://hd.ijycnd.com/play/zbqoq2ep/index.m3u8
命运手枪,https://hd.ijycnd.com/play/7axyw3by/index.m3u8
丽拉之谜,https://hd.ijycnd.com/play/negyDjbw/index.m3u8
勒克瑙中心,https://hd.ijycnd.com/play/QdJ1KybO/index.m3u8
女杀手KIRI：血腥复仇,https://hd.ijycnd.com/play/negyGkbw/index.m3u8
狼牙（粤语版）,https://hd.ijycnd.com/play/zbqo8yep/index.m3u8
狂风战神,https://hd.ijycnd.com/play/vbmkNneY/index.m3u8
理想之路,https://hd.ijycnd.com/play/Le33PRe6/index.m3u8
乐高蝙蝠侠大电影,https://hd.ijycnd.com/play/negyXjbw/index.m3u8
连锁大阴谋（原声版）,https://hd.ijycnd.com/play/6dBvjkd7/index.m3u8
连锁大阴谋（国语版）,https://hd.ijycnd.com/play/zbqom0ep/index.m3u8
狼牙（国语版）,https://hd.ijycnd.com/play/vbmkX3eY/index.m3u8
狂暴飞车（原声版）,https://hd.ijycnd.com/play/xe7MDGb7/index.m3u8
精武家庭,https://hd.ijycnd.com/play/Le33jne6/index.m3u8
雷霆悍匪,https://hd.ijycnd.com/play/vbmkVReY/index.m3u8
狂暴飞车（国语版）,https://hd.ijycnd.com/play/PdRX80aG/index.m3u8
狙击精英：绝路反击,https://hd.ijycnd.com/play/QbYZV9dz/index.m3u8
狼群行动2,https://hd.ijycnd.com/play/PdRXBYaG/index.m3u8
狂暴,https://hd.ijycnd.com/play/QdJ1ElbO/index.m3u8
恐攻密码战,https://hd.ijycnd.com/play/negy8Dbw/index.m3u8
狂暴巨兽（国语版）,https://hd.ijycnd.com/play/zbqoMDep/index.m3u8
浪漫搭档,https://hd.ijycnd.com/play/6dBvXod7/index.m3u8
角斗士,https://hd.ijycnd.com/play/0dNG0LeL/index.m3u8
雷霆掃穴,https://hd.ijycnd.com/play/7axyNlby/index.m3u8
狙击精英：巅峰对决,https://hd.ijycnd.com/play/0dNG7KeL/index.m3u8
昆仑铁骑,https://hd.ijycnd.com/play/7axy9zby/index.m3u8
狂野飞车,https://hd.ijycnd.com/play/negy6Zbw/index.m3u8
金沙血,https://hd.ijycnd.com/play/vbmkEpeY/index.m3u8
绝世魔仆 （国语版）,https://hd.ijycnd.com/play/0dNGLzeL/index.m3u8
绝世魔仆,https://hd.ijycnd.com/play/Le336Qe6/index.m3u8
空中杀阵,https://hd.ijycnd.com/play/vbmEG3bY/index.m3u8
决一死战,https://hd.ijycnd.com/play/vbmk7AeY/index.m3u8
孔雀王朝,https://hd.ijycnd.com/play/QdJy6obO/index.m3u8
毁灭状态,https://hd.ijycnd.com/play/QbYZ7pdz/index.m3u8
接线员2015,https://hd.ijycnd.com/play/xe7MXwb7/index.m3u8
绝色神偷,https://hd.ijycnd.com/play/PdRXoqaG/index.m3u8
绝色营救,https://hd.ijycnd.com/play/Le332Me6/index.m3u8
绝代双骄1992（粤语版）,https://hd.ijycnd.com/play/QbYZEndz/index.m3u8
绝代双骄1992（国语版）,https://hd.ijycnd.com/play/0dNGkpeL/index.m3u8
绝密跟踪（国语版）,https://hd.ijycnd.com/play/PdRXgqaG/index.m3u8
绝地逃亡（原声版）,https://hd.ijycnd.com/play/negy5Ybw/index.m3u8
决战帝国,https://hd.ijycnd.com/play/QdJ1DPbO/index.m3u8
决战食神,https://hd.ijycnd.com/play/PdRXYKaG/index.m3u8
兵临城下之决战要塞,https://hd.ijycnd.com/play/Le33Rxe6/index.m3u8
绝地逃亡（国语版）,https://hd.ijycnd.com/play/xe7M3rb7/index.m3u8
狐踪谍影,https://hd.ijycnd.com/play/QbYZvKdz/index.m3u8
韩赛尔与格蕾特：女巫猎人,https://hd.ijycnd.com/play/negyJ3bw/index.m3u8
反恐特警组,https://hd.ijycnd.com/play/PdRKREeG/index.m3u8
境·界（原声版）,https://hd.ijycnd.com/play/QdJK4KeO/index.m3u8
救火英雄（粤语版）,https://hd.ijycnd.com/play/xe7yj1b7/index.m3u8
绝命航班,https://hd.ijycnd.com/play/zbqoY2ep/index.m3u8
独立之日,https://hd.ijycnd.com/play/zbqpyyap/index.m3u8
九层妖塔,https://hd.ijycnd.com/play/QbYYzAbz/index.m3u8
警察故事续集（粤语版）,https://hd.ijycnd.com/play/negDljaw/index.m3u8
精武英雄（粤语版）,https://hd.ijycnd.com/play/7axzKPdy/index.m3u8
精武英雄（国语版）,https://hd.ijycnd.com/play/xe7yPBb7/index.m3u8
九龙不败,https://hd.ijycnd.com/play/vbm0KRaY/index.m3u8
警察故事2013（国语版）,https://hd.ijycnd.com/play/6dBXwQa7/index.m3u8
境·界（国语版）,https://hd.ijycnd.com/play/6dBXVQa7/index.m3u8
独臂刀 獨臂刀,https://hd.ijycnd.com/play/0dNKz8eL/index.m3u8
绝命急先锋 （国语版）,https://hd.ijycnd.com/play/6dBvLXd7/index.m3u8
绝命急先锋,https://hd.ijycnd.com/play/QdJ1q2bO/index.m3u8
动物世界,https://hd.ijycnd.com/play/Le3rW9d6/index.m3u8
毒战（粤语版）,https://hd.ijycnd.com/play/zbqpzyap/index.m3u8
伏魔罗汉,https://hd.ijycnd.com/play/Le3roOd6/index.m3u8
绝命北极（原声版）,https://hd.ijycnd.com/play/vbmkQOeY/index.m3u8
狙击时刻,https://hd.ijycnd.com/play/QbYY22bz/index.m3u8
超级巨鳄（国语版）,https://hd.ijycnd.com/play/6dBXKka7/index.m3u8
惊天核网,https://hd.ijycnd.com/play/PdRK9YeG/index.m3u8
碟中谍6：全面瓦解（国语版）,https://hd.ijycnd.com/play/QbYYLObz/index.m3u8
饥饿游戏,https://hd.ijycnd.com/play/QdJKN9eO/index.m3u8
碟中谍6：全面瓦解（原声版）,https://hd.ijycnd.com/play/xe7yR8b7/index.m3u8
碟中谍5：神秘国度（国语版）,https://hd.ijycnd.com/play/6dBXZ2a7/index.m3u8
超级巨鳄（原声版）,https://hd.ijycnd.com/play/0dNKQDeL/index.m3u8
东邪西毒（国语版）,https://hd.ijycnd.com/play/Le3r59d6/index.m3u8
东邪西毒（粤语版）,https://hd.ijycnd.com/play/vbm0onaY/index.m3u8
间谍同盟（国语版）,https://hd.ijycnd.com/play/vbm0POaY/index.m3u8
碟中谍5：神秘国度（原声版）,https://hd.ijycnd.com/play/0dNKwmeL/index.m3u8
二龙湖浩哥之狂暴之路,https://hd.ijycnd.com/play/QdJKJgeO/index.m3u8
惊天破(普通话版,https://hd.ijycnd.com/play/negDzjaw/index.m3u8
极限特工3：终极回归,https://hd.ijycnd.com/play/6dBr8xd7/index.m3u8
冬荫功2：拳霸天下（国语版）,https://hd.ijycnd.com/play/7axzDEdy/index.m3u8
碟中谍4,https://hd.ijycnd.com/play/zbqpBDap/index.m3u8
剑鱼行动,https://hd.ijycnd.com/play/zbqpnrap/index.m3u8
毒战生死线2,https://hd.ijycnd.com/play/6dBXkoa7/index.m3u8
惊险之旅（原声版）,https://hd.ijycnd.com/play/QbYY3Ybz/index.m3u8
警贼兄弟,https://hd.ijycnd.com/play/7axzpldy/index.m3u8
狄仁杰之通天帝国,https://hd.ijycnd.com/play/zbqpppap/index.m3u8
第一滴血2（国语版）,https://hd.ijycnd.com/play/7axzxrdy/index.m3u8
冬荫功2：拳霸天下（原声版）,https://hd.ijycnd.com/play/QbYYgWbz/index.m3u8
金牌师姐 金牌師姐,https://hd.ijycnd.com/play/Le3r84d6/index.m3u8
金蝉脱壳（国语版）,https://hd.ijycnd.com/play/vbm04AaY/index.m3u8
借兵,https://hd.ijycnd.com/play/PdRKG0eG/index.m3u8
谍影重重3,https://hd.ijycnd.com/play/QbYYP9bz/index.m3u8
金蝉脱壳（原声版）,https://hd.ijycnd.com/play/negDoZaw/index.m3u8
谍影重重,https://hd.ijycnd.com/play/vbm0pAaY/index.m3u8
谍影重重2（国语版）,https://hd.ijycnd.com/play/QdJKwleO/index.m3u8
赌国恩仇,https://hd.ijycnd.com/play/QdJK0KeO/index.m3u8
家园防线,https://hd.ijycnd.com/play/QbYYBnbz/index.m3u8
独闯虎穴（原声版）,https://hd.ijycnd.com/play/Le3rMpd6/index.m3u8
独闯虎穴（国语版）,https://hd.ijycnd.com/play/QbYYOYbz/index.m3u8
谍影特工（国语版）,https://hd.ijycnd.com/play/QdJKgleO/index.m3u8
谍影特工（原声版）,https://hd.ijycnd.com/play/QbYYA9bz/index.m3u8
金蝉脱壳2：冥府（国语版）,https://hd.ijycnd.com/play/7axzMzdy/index.m3u8
谍影重重2（原声版）,https://hd.ijycnd.com/play/0dNKAKeL/index.m3u8
低压槽：欲望之城,https://hd.ijycnd.com/play/xe7yJ1b7/index.m3u8
剑花烟雨江南,https://hd.ijycnd.com/play/zbqZ0kdp/index.m3u8
东宫皇子,https://hd.ijycnd.com/play/negD3Daw/index.m3u8
驱魔警察,https://hd.ijycnd.com/play/7axnN3dy/index.m3u8
世纪骇客（国语版）,https://hd.ijycnd.com/play/QdJKmveO/index.m3u8
间谍同盟（原声版）,https://hd.ijycnd.com/play/7axzm9dy/index.m3u8
世纪骇客（原声版）,https://hd.ijycnd.com/play/0dNKqNeL/index.m3u8
第一滴血3（原声版）,https://hd.ijycnd.com/play/zbqpkrap/index.m3u8
第一滴血2（原声版）,https://hd.ijycnd.com/play/QdJKxoeO/index.m3u8
第一滴血3（国语版）,https://hd.ijycnd.com/play/0dNKBzeL/index.m3u8
街头霸王,https://hd.ijycnd.com/play/negDO9aw/index.m3u8
的士速递5（国语版）,https://hd.ijycnd.com/play/6dBXOQa7/index.m3u8
地牢围攻3,https://hd.ijycnd.com/play/0dNKjDeL/index.m3u8
东方老虎,https://hd.ijycnd.com/play/vbm03EaY/index.m3u8
第48号交接点,https://hd.ijycnd.com/play/vbm0gOaY/index.m3u8
第一滴血（原声版）,https://hd.ijycnd.com/play/vbm0j0aY/index.m3u8
第一滴血（国语版）,https://hd.ijycnd.com/play/negDE6aw/index.m3u8
第一滴血5：最后的血,https://hd.ijycnd.com/play/6dBXYJa7/index.m3u8
谍网雄风（国语版）,https://hd.ijycnd.com/play/7axzEndy/index.m3u8
谍网雄风（原声版）,https://hd.ijycnd.com/play/6dBXJna7/index.m3u8
加勒比海盗3：世界的尽头,https://hd.ijycnd.com/play/negDK3aw/index.m3u8
地铁惊魂,https://hd.ijycnd.com/play/Le3r0xd6/index.m3u8
急速逃脱(原声版),https://hd.ijycnd.com/play/negDDGaw/index.m3u8
敌营芳翠,https://hd.ijycnd.com/play/xe7yMyb7/index.m3u8
急速逃脱(普通话版),https://hd.ijycnd.com/play/Le3rrRd6/index.m3u8
极盗者（原声版）,https://hd.ijycnd.com/play/PdRKwVeG/index.m3u8
极盗者（国语版）,https://hd.ijycnd.com/play/zbqpD7ap/index.m3u8
激战(粤语版),https://hd.ijycnd.com/play/vbm073aY/index.m3u8
真田十勇士 真人版,https://hd.ijycnd.com/play/vbm023aY/index.m3u8
机器之血,https://hd.ijycnd.com/play/0dNK0NeL/index.m3u8
火海凌云（原声版）,https://hd.ijycnd.com/play/6dBXLna7/index.m3u8
饥饿游戏3：嘲笑鸟(上) （国语版）,https://hd.ijycnd.com/play/negD2Zaw/index.m3u8
疾风铁男,https://hd.ijycnd.com/play/QdJKKJeO/index.m3u8
的士速递（国语版）,https://hd.ijycnd.com/play/xe7yOQb7/index.m3u8
的士速递（法语版）,https://hd.ijycnd.com/play/0dNKp2eL/index.m3u8
正义公堂,https://hd.ijycnd.com/play/QbYYVYbz/index.m3u8
导火线 導火綫（粤语版）,https://hd.ijycnd.com/play/PdRKMYeG/index.m3u8
机械师2：复活（原声版）,https://hd.ijycnd.com/play/zbqpVkap/index.m3u8
火海凌云（国语版）,https://hd.ijycnd.com/play/vbm0wpaY/index.m3u8
增速驱动,https://hd.ijycnd.com/play/xe7yX8b7/index.m3u8
机械师2：复活（国语版）,https://hd.ijycnd.com/play/0dNK8NeL/index.m3u8
机械师（原声版）,https://hd.ijycnd.com/play/zbqp2kap/index.m3u8
毁灭战士,https://hd.ijycnd.com/play/Le3JBQd6/index.m3u8
吉祥赌坊,https://hd.ijycnd.com/play/QdJqzJbO/index.m3u8
火舞风云,https://hd.ijycnd.com/play/zbqp7Rap/index.m3u8
大追捕(普通话版,https://hd.ijycnd.com/play/xe7y6wb7/index.m3u8
火线反攻,https://hd.ijycnd.com/play/0dNKLKeL/index.m3u8
盗影谜情,https://hd.ijycnd.com/play/7axzoPdy/index.m3u8
原始恐惧,https://hd.ijycnd.com/play/QbYYW9bz/index.m3u8
导火线 導火綫(普通话版),https://hd.ijycnd.com/play/7axzlEdy/index.m3u8
积奇玛莉（粤语版）,https://hd.ijycnd.com/play/negD7jaw/index.m3u8
大笑江湖（粤语版）,https://hd.ijycnd.com/play/7axzqJdy/index.m3u8
英雄复英雄,https://hd.ijycnd.com/play/QdJK6DeO/index.m3u8
大追捕(粤语版),https://hd.ijycnd.com/play/vbm0wAaY/index.m3u8
谎话,https://hd.ijycnd.com/play/negXA3aw/index.m3u8
大事件（粤语版）,https://hd.ijycnd.com/play/Le3J7Md6/index.m3u8
长夜危机,https://hd.ijycnd.com/play/Le3r99d6/index.m3u8
大武当之天地密码,https://hd.ijycnd.com/play/negDY6aw/index.m3u8
火爆行动,https://hd.ijycnd.com/play/0dNKkLeL/index.m3u8
黄金兄弟,https://hd.ijycnd.com/play/QdJXOPaO/index.m3u8
黄金兄弟（普通话）,https://hd.ijycnd.com/play/xe7JErd7/index.m3u8
大事件（国语版）,https://hd.ijycnd.com/play/QdJXL2aO/index.m3u8
火爆警探,https://hd.ijycnd.com/play/xe7y3wb7/index.m3u8
黄飞鸿之英雄有梦（粤语版）,https://hd.ijycnd.com/play/7axjJ3dy/index.m3u8
代号47,https://hd.ijycnd.com/play/0dNK9KeL/index.m3u8
黄飞鸿之铁鸡斗蜈蚣（粤语版）,https://hd.ijycnd.com/play/7axjXBdy/index.m3u8
皇家师姐,https://hd.ijycnd.com/play/xe7JRQd7/index.m3u8
黄飞鸿之英雄有梦（国语版）,https://hd.ijycnd.com/play/6dBE3kb7/index.m3u8
黄飞鸿92之龙行天下（国语版）,https://hd.ijycnd.com/play/negX3raw/index.m3u8
血战迷魂岭,https://hd.ijycnd.com/play/QdJXvJaO/index.m3u8
丛林奇兵,https://hd.ijycnd.com/play/0dN1w8bL/index.m3u8
黄飞鸿92之龙行天下（粤语版）,https://hd.ijycnd.com/play/6dBE5Yb7/index.m3u8
心甘情愿,https://hd.ijycnd.com/play/QbYXKAaz/index.m3u8
大力神(普通话版),https://hd.ijycnd.com/play/zbq8KGap/index.m3u8
大力神,https://hd.ijycnd.com/play/PdRBpKdG/index.m3u8
薪资带回家,https://hd.ijycnd.com/play/QbYXG2az/index.m3u8
辛弃疾1162,https://hd.ijycnd.com/play/vbmXoGaY/index.m3u8
星球大对决,https://hd.ijycnd.com/play/zbq8Npap/index.m3u8
黄飞鸿之西域雄狮,https://hd.ijycnd.com/play/zbqZV7dp/index.m3u8
暴力行为,https://hd.ijycnd.com/play/QbYXLYaz/index.m3u8
皇家飞凤,https://hd.ijycnd.com/play/6dBEqQb7/index.m3u8
皇家师姐4：直击证人,https://hd.ijycnd.com/play/zbqZ27dp/index.m3u8
幸运者,https://hd.ijycnd.com/play/negXmGaw/index.m3u8
雪光之灾,https://hd.ijycnd.com/play/xe7JQyd7/index.m3u8
猝不及防,https://hd.ijycnd.com/play/negXojaw/index.m3u8
皇家师姐5中间人,https://hd.ijycnd.com/play/Le3JAAd6/index.m3u8
摧花狂魔,https://hd.ijycnd.com/play/vbmX3RaY/index.m3u8
黄飞鸿少林拳,https://hd.ijycnd.com/play/negXzkaw/index.m3u8
皇家保镖,https://hd.ijycnd.com/play/vbmX5RaY/index.m3u8
环太平洋：雷霆再起（国语版）,https://hd.ijycnd.com/play/PdRBvzdG/index.m3u8
刺客信条（原声版）,https://hd.ijycnd.com/play/6dBEMWb7/index.m3u8
刺陵,https://hd.ijycnd.com/play/Le3Jg9d6/index.m3u8
幻影追凶(普通话版),https://hd.ijycnd.com/play/7axjAEdy/index.m3u8
黑雨,https://hd.ijycnd.com/play/PdRBPVdG/index.m3u8
刺客复仇,https://hd.ijycnd.com/play/negXqDaw/index.m3u8
袭击,https://hd.ijycnd.com/play/QbYXwWaz/index.m3u8
浣花洗剑,https://hd.ijycnd.com/play/zbq80yap/index.m3u8
慈善玩家,https://hd.ijycnd.com/play/QdJXk9aO/index.m3u8
雌雄大盗,https://hd.ijycnd.com/play/negXqZaw/index.m3u8
侠探杰克：永不回头（原声版）,https://hd.ijycnd.com/play/QbYXAWaz/index.m3u8
幻影战士（国语版）,https://hd.ijycnd.com/play/negXODaw/index.m3u8
我是一个贼,https://hd.ijycnd.com/play/vbmXPpaY/index.m3u8
花旗少林,https://hd.ijycnd.com/play/zbq8X3ap/index.m3u8

为爱叛逆2之逆战到底,https://hd.ijycnd.com/play/7axjj9dy/index.m3u8
虎胆追凶,https://hd.ijycnd.com/play/vbmOBReY/index.m3u8
洪拳大师,https://hd.ijycnd.com/play/6dBE9Nb7/index.m3u8
红色警戒999,https://hd.ijycnd.com/play/Le3JOOd6/index.m3u8
冲天火（粤语版）,https://hd.ijycnd.com/play/zbq8M0ap/index.m3u8
威震八方,https://hd.ijycnd.com/play/vbmXXOaY/index.m3u8
王牌杀手,https://hd.ijycnd.com/play/PdRBjKdG/index.m3u8
赤道,https://hd.ijycnd.com/play/vbmXERaY/index.m3u8
偷天陷阱,https://hd.ijycnd.com/play/negX7Gaw/index.m3u8
调包富少的逆袭,https://hd.ijycnd.com/play/Le3JjRd6/index.m3u8
虎胆,https://hd.ijycnd.com/play/6dBEvJb7/index.m3u8
王牌大贱谍,https://hd.ijycnd.com/play/0dN1WpbL/index.m3u8
黑侠(粤语版）,https://hd.ijycnd.com/play/zbq8Yyap/index.m3u8
超人归来(原声版),https://hd.ijycnd.com/play/negMBlbw/index.m3u8
惩罚者,https://hd.ijycnd.com/play/negXnraw/index.m3u8
黑侠(普通话版）,https://hd.ijycnd.com/play/xe7JLOd7/index.m3u8
天堂海岸,https://hd.ijycnd.com/play/7axjlBdy/index.m3u8
黑侠2(原声版),https://hd.ijycnd.com/play/negXZjaw/index.m3u8
冲天小子,https://hd.ijycnd.com/play/QbYX0Maz/index.m3u8
特洛伊奥德赛,https://hd.ijycnd.com/play/vbmXyRaY/index.m3u8
我不好惹,https://hd.ijycnd.com/play/negXyYaw/index.m3u8
超人：钢铁之躯（国语版）,https://hd.ijycnd.com/play/xe7VlGd7/index.m3u8
送赞雪橇犬,https://hd.ijycnd.com/play/7axjnPdy/index.m3u8
赤欲情花,https://hd.ijycnd.com/play/7axjVBdy/index.m3u8
黑白迷宫(普通话),https://hd.ijycnd.com/play/vbmNKpdY/index.m3u8
晨星,https://hd.ijycnd.com/play/6dBENob7/index.m3u8
四平青年3偷天换日,https://hd.ijycnd.com/play/zbq87yap/index.m3u8
黑侠2(普通话版),https://hd.ijycnd.com/play/Le3JQpd6/index.m3u8
城市特警,https://hd.ijycnd.com/play/PdRBlwdG/index.m3u8
史前大章鱼,https://hd.ijycnd.com/play/negXJZaw/index.m3u8
黑雪,https://hd.ijycnd.com/play/zbq8l7ap/index.m3u8
超脑48小时,https://hd.ijycnd.com/play/0dNWPKeL/index.m3u8
超脑48小时（国语版）,https://hd.ijycnd.com/play/negMrlbw/index.m3u8
黑星风云,https://hd.ijycnd.com/play/negXpraw/index.m3u8
超体(原声版),https://hd.ijycnd.com/play/zbq8RDap/index.m3u8
超级学校霸王,https://hd.ijycnd.com/play/PdRjRLdG/index.m3u8
黑白迷宫（粤语版）,https://hd.ijycnd.com/play/QdJWJDeO/index.m3u8
拆弹专家(粤语版),https://hd.ijycnd.com/play/7axLJray/index.m3u8
美国最后一宗罪案,https://hd.ijycnd.com/play/QdJW2veO/index.m3u8
超级女警（粤语版）,https://hd.ijycnd.com/play/negMR9bw/index.m3u8
杀手天使,https://hd.ijycnd.com/play/PdRjZLdG/index.m3u8
河东狮吼2,https://hd.ijycnd.com/play/QbYqzpbz/index.m3u8
黑色走廊,https://hd.ijycnd.com/play/vbmXZnaY/index.m3u8
黑豹,https://hd.ijycnd.com/play/negZ49dw/index.m3u8
杀手餐厅,https://hd.ijycnd.com/play/xe7Vowd7/index.m3u8
拆弹专家(普通话版),https://hd.ijycnd.com/play/negMlYbw/index.m3u8
超索型警,https://hd.ijycnd.com/play/PdRj2zdG/index.m3u8
寒战2(粤语版),https://hd.ijycnd.com/play/PdRjNOdG/index.m3u8
热血街区电影版3：终极任务,https://hd.ijycnd.com/play/zbqLz2ap/index.m3u8
耶路撒冷,https://hd.ijycnd.com/play/zbqLJRap/index.m3u8
黑帮战将,https://hd.ijycnd.com/play/7axLQnay/index.m3u8
三德和尚与舂米六,https://hd.ijycnd.com/play/PdRL5YaG/index.m3u8
热血街区电影版2：红雨篇,https://hd.ijycnd.com/play/vbmNvOdY/index.m3u8
超级女警（国语版）,https://hd.ijycnd.com/play/vbmN10dY/index.m3u8
憨豆特工,https://hd.ijycnd.com/play/PdRjqEdG/index.m3u8
逆谋：叛乱的时代,https://hd.ijycnd.com/play/zbqL0pap/index.m3u8
不惧风暴,https://hd.ijycnd.com/play/0dNWo2eL/index.m3u8
蝙蝠侠：侠影之谜（原声版）,https://hd.ijycnd.com/play/negM86bw/index.m3u8
马尼拉摊牌,https://hd.ijycnd.com/play/PdRjnzdG/index.m3u8
国家利益(英语版),https://hd.ijycnd.com/play/vbmNkAdY/index.m3u8
玻璃樽,https://hd.ijycnd.com/play/zbqLmyap/index.m3u8
流氓军队,https://hd.ijycnd.com/play/xe7VJwd7/index.m3u8
蝙蝠侠：黑暗骑士 （国语版）,https://hd.ijycnd.com/play/QdJWE2eO/index.m3u8
漫画威龙之大话特务,https://hd.ijycnd.com/play/0dNWnmeL/index.m3u8
别有动机,https://hd.ijycnd.com/play/0dNWjmeL/index.m3u8
蛤蟆神功,https://hd.ijycnd.com/play/vbmNg3dY/index.m3u8
海神密码,https://hd.ijycnd.com/play/zbqLqpap/index.m3u8
国产凌凌漆(粤语版),https://hd.ijycnd.com/play/7axLynay/index.m3u8
国产凌凌漆(普通话版),https://hd.ijycnd.com/play/negMDlbw/index.m3u8
搏击英雄,https://hd.ijycnd.com/play/0dNWB8eL/index.m3u8
美玉,https://hd.ijycnd.com/play/Le3VG9d6/index.m3u8
猎物,https://hd.ijycnd.com/play/QdJWloeO/index.m3u8
灭狼行动,https://hd.ijycnd.com/play/xe7V0Bd7/index.m3u8
洛城夜巡,https://hd.ijycnd.com/play/Le3Vrnd6/index.m3u8
国宝疑云,https://hd.ijycnd.com/play/0dNWKKeL/index.m3u8
灵魂猎人,https://hd.ijycnd.com/play/zbqL63ap/index.m3u8
邻里的人们,https://hd.ijycnd.com/play/zbqL6rap/index.m3u8
边境杀手2：边境战士,https://hd.ijycnd.com/play/7axLV9ay/index.m3u8
